Subject,Predicate,Object
Ticket_6912,HAS_STATUS,open
Ticket_6912,IS_TYPE,product inquiry
lg smart tv,RAISED,Ticket_6912
Ticket_6913,HAS_PRIORITY,critical
Ticket_6913,SUBMITTED_VIA,social media
Ticket_6913,HAS_STATUS,pending customer response
Ticket_6913,IS_TYPE,product inquiry
sony 4k hdr tv,RAISED,Ticket_6913
Ticket_6914,HAS_PRIORITY,medium
Ticket_6914,SUBMITTED_VIA,phone
Ticket_6914,HAS_STATUS,closed
Ticket_6914,IS_TYPE,billing inquiry
dyson vacuum cleaner,RAISED,Ticket_6914
Ticket_6915,HAS_PRIORITY,medium
Ticket_6915,SUBMITTED_VIA,phone
Ticket_6915,HAS_STATUS,pending customer response
Ticket_6915,IS_TYPE,cancellation request
microsoft surface,RAISED,Ticket_6915
Ticket_6916,HAS_PRIORITY,medium
Ticket_6916,SUBMITTED_VIA,phone
Ticket_6916,HAS_STATUS,pending customer response
Ticket_6916,IS_TYPE,refund request
fitbit versa smartwatch,RAISED,Ticket_6916
Ticket_6917,HAS_PRIORITY,low
Ticket_6917,SUBMITTED_VIA,email
Ticket_6917,HAS_STATUS,open
Ticket_6917,IS_TYPE,cancellation request
macbook pro,RAISED,Ticket_6917
Ticket_6918,HAS_PRIORITY,high
Ticket_6918,SUBMITTED_VIA,email
Ticket_6918,HAS_STATUS,pending customer response
Ticket_6918,IS_TYPE,cancellation request
xbox,RAISED,Ticket_6918
Ticket_6919,HAS_PRIORITY,high
Ticket_6919,SUBMITTED_VIA,chat
Ticket_6919,HAS_STATUS,pending customer response
Ticket_6919,IS_TYPE,refund request
nintendo switch,RAISED,Ticket_6919
Ticket_6920,HAS_PRIORITY,high
Ticket_6920,SUBMITTED_VIA,chat
Ticket_6920,HAS_STATUS,open
Ticket_6920,IS_TYPE,cancellation request
autodesk autocad,RAISED,Ticket_6920
Ticket_6921,HAS_PRIORITY,medium
Ticket_6921,SUBMITTED_VIA,phone
Ticket_6921,HAS_STATUS,open
Ticket_6921,IS_TYPE,product inquiry
nintendo switch pro controller,RAISED,Ticket_6921
Ticket_6922,HAS_PRIORITY,critical
Ticket_6922,SUBMITTED_VIA,email
Ticket_6922,HAS_STATUS,closed
Ticket_6922,IS_TYPE,billing inquiry
google pixel,RAISED,Ticket_6922
Ticket_6923,HAS_PRIORITY,low
Ticket_6923,SUBMITTED_VIA,chat
Ticket_6923,HAS_STATUS,pending customer response
Ticket_6923,IS_TYPE,refund request
google pixel,RAISED,Ticket_6923
Ticket_6924,HAS_PRIORITY,medium
Ticket_6924,SUBMITTED_VIA,email
Ticket_6924,HAS_STATUS,pending customer response
Ticket_6924,IS_TYPE,cancellation request
fitbit charge,RAISED,Ticket_6924
Ticket_6925,HAS_PRIORITY,low
Ticket_6925,SUBMITTED_VIA,phone
Ticket_6925,HAS_STATUS,pending customer response
Ticket_6925,IS_TYPE,refund request
nest thermostat,RAISED,Ticket_6925
Ticket_6926,HAS_PRIORITY,critical
Ticket_6926,SUBMITTED_VIA,email
Ticket_6926,HAS_STATUS,open
Ticket_6926,IS_TYPE,technical issue
fitbit versa smartwatch,RAISED,Ticket_6926
Ticket_6927,HAS_PRIORITY,critical
Ticket_6927,SUBMITTED_VIA,social media
Ticket_6927,HAS_STATUS,pending customer response
Ticket_6927,IS_TYPE,refund request
microsoft surface,RAISED,Ticket_6927
Ticket_6928,HAS_PRIORITY,low
Ticket_6928,SUBMITTED_VIA,chat
Ticket_6928,HAS_STATUS,pending customer response
Ticket_6928,IS_TYPE,refund request
lg washing machine,RAISED,Ticket_6928
Ticket_6929,HAS_PRIORITY,low
Ticket_6929,SUBMITTED_VIA,email
Ticket_6929,HAS_STATUS,open
Ticket_6929,IS_TYPE,refund request
microsoft surface,RAISED,Ticket_6929
Ticket_6930,HAS_PRIORITY,high
Ticket_6930,SUBMITTED_VIA,phone
Ticket_6930,HAS_STATUS,open
Ticket_6930,IS_TYPE,cancellation request
fitbit versa smartwatch,RAISED,Ticket_6930
Ticket_6931,HAS_PRIORITY,high
Ticket_6931,SUBMITTED_VIA,email
Ticket_6931,HAS_STATUS,open
Ticket_6931,IS_TYPE,technical issue
garmin forerunner,RAISED,Ticket_6931
Ticket_6932,HAS_PRIORITY,high
Ticket_6932,SUBMITTED_VIA,social media
Ticket_6932,HAS_STATUS,open
Ticket_6932,IS_TYPE,cancellation request
adobe photoshop,RAISED,Ticket_6932
Ticket_6933,HAS_PRIORITY,low
Ticket_6933,SUBMITTED_VIA,email
Ticket_6933,HAS_STATUS,closed
Ticket_6933,IS_TYPE,billing inquiry
microsoft office,RAISED,Ticket_6933
Ticket_6934,HAS_PRIORITY,high
Ticket_6934,SUBMITTED_VIA,social media
Ticket_6934,HAS_STATUS,open
Ticket_6934,IS_TYPE,product inquiry
bose soundlink speaker,RAISED,Ticket_6934
Ticket_6935,HAS_PRIORITY,medium
Ticket_6935,SUBMITTED_VIA,phone
Ticket_6935,HAS_STATUS,open
Ticket_6935,IS_TYPE,refund request
amazon kindle,RAISED,Ticket_6935
Ticket_6936,HAS_PRIORITY,medium
Ticket_6936,SUBMITTED_VIA,phone
Ticket_6936,HAS_STATUS,closed
Ticket_6936,IS_TYPE,billing inquiry
asus rog,RAISED,Ticket_6936
Ticket_6937,HAS_PRIORITY,medium
Ticket_6937,SUBMITTED_VIA,email
Ticket_6937,HAS_STATUS,closed
Ticket_6937,IS_TYPE,billing inquiry
nintendo switch pro controller,RAISED,Ticket_6937
Ticket_6938,HAS_PRIORITY,critical
Ticket_6938,SUBMITTED_VIA,social media
Ticket_6938,HAS_STATUS,closed
Ticket_6938,IS_TYPE,product inquiry
bose quietcomfort,RAISED,Ticket_6938
Ticket_6939,HAS_PRIORITY,high
Ticket_6939,SUBMITTED_VIA,email
Ticket_6939,HAS_STATUS,pending customer response
Ticket_6939,IS_TYPE,billing inquiry
asus rog,RAISED,Ticket_6939
Ticket_6940,HAS_PRIORITY,critical
Ticket_6940,SUBMITTED_VIA,chat
Ticket_6940,HAS_STATUS,pending customer response
Ticket_6940,IS_TYPE,product inquiry
fitbit versa smartwatch,RAISED,Ticket_6940
Ticket_6941,HAS_PRIORITY,low
Ticket_6941,SUBMITTED_VIA,social media
Ticket_6941,HAS_STATUS,pending customer response
Ticket_6941,IS_TYPE,refund request
sony xperia,RAISED,Ticket_6941
Ticket_6942,HAS_PRIORITY,low
Ticket_6942,SUBMITTED_VIA,chat
Ticket_6942,HAS_STATUS,pending customer response
Ticket_6942,IS_TYPE,technical issue
canon eos,RAISED,Ticket_6942
Ticket_6943,HAS_PRIORITY,medium
Ticket_6943,SUBMITTED_VIA,social media
Ticket_6943,HAS_STATUS,pending customer response
Ticket_6943,IS_TYPE,billing inquiry
lg oled,RAISED,Ticket_6943
Ticket_6944,HAS_PRIORITY,high
Ticket_6944,SUBMITTED_VIA,phone
Ticket_6944,HAS_STATUS,pending customer response
Ticket_6944,IS_TYPE,technical issue
nest thermostat,RAISED,Ticket_6944
Ticket_6945,HAS_PRIORITY,low
Ticket_6945,SUBMITTED_VIA,email
Ticket_6945,HAS_STATUS,open
Ticket_6945,IS_TYPE,billing inquiry
fitbit versa smartwatch,RAISED,Ticket_6945
Ticket_6946,HAS_PRIORITY,high
Ticket_6946,SUBMITTED_VIA,phone
Ticket_6946,HAS_STATUS,closed
Ticket_6946,IS_TYPE,product inquiry
canon eos,RAISED,Ticket_6946
Ticket_6947,HAS_PRIORITY,medium
Ticket_6947,SUBMITTED_VIA,phone
Ticket_6947,HAS_STATUS,open
Ticket_6947,IS_TYPE,refund request
bose quietcomfort,RAISED,Ticket_6947
Ticket_6948,HAS_PRIORITY,medium
Ticket_6948,SUBMITTED_VIA,email
Ticket_6948,HAS_STATUS,open
Ticket_6948,IS_TYPE,product inquiry
gopro hero,RAISED,Ticket_6948
Ticket_6949,HAS_PRIORITY,low
Ticket_6949,SUBMITTED_VIA,social media
Ticket_6949,HAS_STATUS,pending customer response
Ticket_6949,IS_TYPE,billing inquiry
google nest,RAISED,Ticket_6949
Ticket_6950,HAS_PRIORITY,critical
Ticket_6950,SUBMITTED_VIA,social media
Ticket_6950,HAS_STATUS,open
Ticket_6950,IS_TYPE,product inquiry
canon eos,RAISED,Ticket_6950
Ticket_6951,HAS_PRIORITY,critical
Ticket_6951,SUBMITTED_VIA,chat
Ticket_6951,HAS_STATUS,open
Ticket_6951,IS_TYPE,cancellation request
gopro action camera,RAISED,Ticket_6951
Ticket_6952,HAS_PRIORITY,medium
Ticket_6952,SUBMITTED_VIA,email
Ticket_6952,HAS_STATUS,closed
Ticket_6952,IS_TYPE,refund request
asus rog,RAISED,Ticket_6952
Ticket_6953,HAS_PRIORITY,low
Ticket_6953,SUBMITTED_VIA,chat
Ticket_6953,HAS_STATUS,pending customer response
Ticket_6953,IS_TYPE,refund request
google nest,RAISED,Ticket_6953
Ticket_6954,HAS_PRIORITY,high
Ticket_6954,SUBMITTED_VIA,phone
Ticket_6954,HAS_STATUS,open
Ticket_6954,IS_TYPE,technical issue
bose quietcomfort,RAISED,Ticket_6954
Ticket_6955,HAS_PRIORITY,high
Ticket_6955,SUBMITTED_VIA,chat
Ticket_6955,HAS_STATUS,pending customer response
Ticket_6955,IS_TYPE,refund request
sony 4k hdr tv,RAISED,Ticket_6955
Ticket_6956,HAS_PRIORITY,high
Ticket_6956,SUBMITTED_VIA,chat
Ticket_6956,HAS_STATUS,pending customer response
Ticket_6956,IS_TYPE,refund request
nest thermostat,RAISED,Ticket_6956
Ticket_6957,HAS_PRIORITY,low
Ticket_6957,SUBMITTED_VIA,chat
Ticket_6957,HAS_STATUS,closed
Ticket_6957,IS_TYPE,product inquiry
google pixel,RAISED,Ticket_6957
Ticket_6958,HAS_PRIORITY,low
Ticket_6958,SUBMITTED_VIA,phone
Ticket_6958,HAS_STATUS,pending customer response
Ticket_6958,IS_TYPE,product inquiry
canon eos,RAISED,Ticket_6958
Ticket_6959,HAS_PRIORITY,high
Ticket_6959,SUBMITTED_VIA,email
Ticket_6959,HAS_STATUS,closed
Ticket_6959,IS_TYPE,refund request
lg smart tv,RAISED,Ticket_6959
Ticket_6960,HAS_PRIORITY,critical
Ticket_6960,SUBMITTED_VIA,chat
Ticket_6960,HAS_STATUS,pending customer response
Ticket_6960,IS_TYPE,cancellation request
apple airpods,RAISED,Ticket_6960
Ticket_6961,HAS_PRIORITY,low
Ticket_6961,SUBMITTED_VIA,chat
Ticket_6961,HAS_STATUS,pending customer response
Ticket_6961,IS_TYPE,product inquiry
microsoft office,RAISED,Ticket_6961
Ticket_6962,HAS_PRIORITY,high
Ticket_6962,SUBMITTED_VIA,phone
Ticket_6962,HAS_STATUS,closed
Ticket_6962,IS_TYPE,billing inquiry
google pixel,RAISED,Ticket_6962
Ticket_6963,HAS_PRIORITY,medium
Ticket_6963,SUBMITTED_VIA,email
Ticket_6963,HAS_STATUS,pending customer response
Ticket_6963,IS_TYPE,technical issue
bose soundlink speaker,RAISED,Ticket_6963
Ticket_6964,HAS_PRIORITY,medium
Ticket_6964,SUBMITTED_VIA,social media
Ticket_6964,HAS_STATUS,open
Ticket_6964,IS_TYPE,refund request
samsung galaxy,RAISED,Ticket_6964
Ticket_6965,HAS_PRIORITY,medium
Ticket_6965,SUBMITTED_VIA,social media
Ticket_6965,HAS_STATUS,closed
Ticket_6965,IS_TYPE,product inquiry
nest thermostat,RAISED,Ticket_6965
Ticket_6966,HAS_PRIORITY,low
Ticket_6966,SUBMITTED_VIA,email
Ticket_6966,HAS_STATUS,open
Ticket_6966,IS_TYPE,technical issue
amazon echo,RAISED,Ticket_6966
Ticket_6967,HAS_PRIORITY,medium
Ticket_6967,SUBMITTED_VIA,phone
Ticket_6967,HAS_STATUS,closed
Ticket_6967,IS_TYPE,refund request
amazon echo,RAISED,Ticket_6967
Ticket_6968,HAS_PRIORITY,critical
Ticket_6968,SUBMITTED_VIA,social media
Ticket_6968,HAS_STATUS,closed
Ticket_6968,IS_TYPE,refund request
microsoft xbox controller,RAISED,Ticket_6968
Ticket_6969,HAS_PRIORITY,low
Ticket_6969,SUBMITTED_VIA,chat
Ticket_6969,HAS_STATUS,pending customer response
Ticket_6969,IS_TYPE,technical issue
hp pavilion,RAISED,Ticket_6969
Ticket_6970,HAS_PRIORITY,low
Ticket_6970,SUBMITTED_VIA,email
Ticket_6970,HAS_STATUS,pending customer response
Ticket_6970,IS_TYPE,cancellation request
asus rog,RAISED,Ticket_6970
Ticket_6971,HAS_PRIORITY,medium
Ticket_6971,SUBMITTED_VIA,phone
Ticket_6971,HAS_STATUS,pending customer response
Ticket_6971,IS_TYPE,cancellation request
adobe photoshop,RAISED,Ticket_6971
Ticket_6972,HAS_PRIORITY,critical
Ticket_6972,SUBMITTED_VIA,email
Ticket_6972,HAS_STATUS,pending customer response
Ticket_6972,IS_TYPE,cancellation request
asus rog,RAISED,Ticket_6972
Ticket_6973,HAS_PRIORITY,high
Ticket_6973,SUBMITTED_VIA,phone
Ticket_6973,HAS_STATUS,pending customer response
Ticket_6973,IS_TYPE,technical issue
xbox,RAISED,Ticket_6973
Ticket_6974,HAS_PRIORITY,critical
Ticket_6974,SUBMITTED_VIA,email
Ticket_6974,HAS_STATUS,open
Ticket_6974,IS_TYPE,refund request
roomba robot vacuum,RAISED,Ticket_6974
Ticket_6975,HAS_PRIORITY,high
Ticket_6975,SUBMITTED_VIA,social media
Ticket_6975,HAS_STATUS,closed
Ticket_6975,IS_TYPE,cancellation request
macbook pro,RAISED,Ticket_6975
Ticket_6976,HAS_PRIORITY,low
Ticket_6976,SUBMITTED_VIA,email
Ticket_6976,HAS_STATUS,closed
Ticket_6976,IS_TYPE,refund request
garmin forerunner,RAISED,Ticket_6976
Ticket_6977,HAS_PRIORITY,medium
Ticket_6977,SUBMITTED_VIA,social media
Ticket_6977,HAS_STATUS,closed
Ticket_6977,IS_TYPE,product inquiry
google pixel,RAISED,Ticket_6977
Ticket_6978,HAS_PRIORITY,low
Ticket_6978,SUBMITTED_VIA,chat
Ticket_6978,HAS_STATUS,pending customer response
Ticket_6978,IS_TYPE,refund request
playstation,RAISED,Ticket_6978
Ticket_6979,HAS_PRIORITY,medium
Ticket_6979,SUBMITTED_VIA,chat
Ticket_6979,HAS_STATUS,open
Ticket_6979,IS_TYPE,technical issue
playstation,RAISED,Ticket_6979
Ticket_6980,HAS_PRIORITY,low
Ticket_6980,SUBMITTED_VIA,social media
Ticket_6980,HAS_STATUS,pending customer response
Ticket_6980,IS_TYPE,technical issue
iphone,RAISED,Ticket_6980
Ticket_6981,HAS_PRIORITY,high
Ticket_6981,SUBMITTED_VIA,social media
Ticket_6981,HAS_STATUS,open
Ticket_6981,IS_TYPE,technical issue
roomba robot vacuum,RAISED,Ticket_6981
Ticket_6982,HAS_PRIORITY,low
Ticket_6982,SUBMITTED_VIA,social media
Ticket_6982,HAS_STATUS,pending customer response
Ticket_6982,IS_TYPE,product inquiry
dyson vacuum cleaner,RAISED,Ticket_6982
Ticket_6983,HAS_PRIORITY,low
Ticket_6983,SUBMITTED_VIA,social media
Ticket_6983,HAS_STATUS,closed
Ticket_6983,IS_TYPE,technical issue
apple airpods,RAISED,Ticket_6983
Ticket_6984,HAS_PRIORITY,critical
Ticket_6984,SUBMITTED_VIA,social media
Ticket_6984,HAS_STATUS,closed
Ticket_6984,IS_TYPE,cancellation request
bose soundlink speaker,RAISED,Ticket_6984
Ticket_6985,HAS_PRIORITY,high
Ticket_6985,SUBMITTED_VIA,phone
Ticket_6985,HAS_STATUS,closed
Ticket_6985,IS_TYPE,billing inquiry
garmin forerunner,RAISED,Ticket_6985
Ticket_6986,HAS_PRIORITY,high
Ticket_6986,SUBMITTED_VIA,email
Ticket_6986,HAS_STATUS,open
Ticket_6986,IS_TYPE,product inquiry
apple airpods,RAISED,Ticket_6986
Ticket_6987,HAS_PRIORITY,medium
Ticket_6987,SUBMITTED_VIA,social media
Ticket_6987,HAS_STATUS,open
Ticket_6987,IS_TYPE,billing inquiry
apple airpods,RAISED,Ticket_6987
Ticket_6988,HAS_PRIORITY,high
Ticket_6988,SUBMITTED_VIA,email
Ticket_6988,HAS_STATUS,pending customer response
Ticket_6988,IS_TYPE,billing inquiry
macbook pro,RAISED,Ticket_6988
Ticket_6989,HAS_PRIORITY,high
Ticket_6989,SUBMITTED_VIA,phone
Ticket_6989,HAS_STATUS,open
Ticket_6989,IS_TYPE,refund request
hp pavilion,RAISED,Ticket_6989
Ticket_6990,HAS_PRIORITY,low
Ticket_6990,SUBMITTED_VIA,email
Ticket_6990,HAS_STATUS,pending customer response
Ticket_6990,IS_TYPE,cancellation request
sony playstation,RAISED,Ticket_6990
Ticket_6991,HAS_PRIORITY,high
Ticket_6991,SUBMITTED_VIA,social media
Ticket_6991,HAS_STATUS,open
Ticket_6991,IS_TYPE,product inquiry
nintendo switch pro controller,RAISED,Ticket_6991
Ticket_6992,HAS_PRIORITY,critical
Ticket_6992,SUBMITTED_VIA,phone
Ticket_6992,HAS_STATUS,pending customer response
Ticket_6992,IS_TYPE,technical issue
amazon kindle,RAISED,Ticket_6992
Ticket_6993,HAS_PRIORITY,high
Ticket_6993,SUBMITTED_VIA,chat
Ticket_6993,HAS_STATUS,closed
Ticket_6993,IS_TYPE,billing inquiry
sony playstation,RAISED,Ticket_6993
Ticket_6994,HAS_PRIORITY,critical
Ticket_6994,SUBMITTED_VIA,chat
Ticket_6994,HAS_STATUS,open
Ticket_6994,IS_TYPE,billing inquiry
canon eos,RAISED,Ticket_6994
Ticket_6995,HAS_PRIORITY,low
Ticket_6995,SUBMITTED_VIA,email
Ticket_6995,HAS_STATUS,closed
Ticket_6995,IS_TYPE,technical issue
samsung galaxy,RAISED,Ticket_6995
Ticket_6996,HAS_PRIORITY,critical
Ticket_6996,SUBMITTED_VIA,phone
Ticket_6996,HAS_STATUS,closed
Ticket_6996,IS_TYPE,cancellation request
nest thermostat,RAISED,Ticket_6996
Ticket_6997,HAS_PRIORITY,high
Ticket_6997,SUBMITTED_VIA,phone
Ticket_6997,HAS_STATUS,open
Ticket_6997,IS_TYPE,billing inquiry
macbook pro,RAISED,Ticket_6997
Ticket_6998,HAS_PRIORITY,critical
Ticket_6998,SUBMITTED_VIA,phone
Ticket_6998,HAS_STATUS,closed
Ticket_6998,IS_TYPE,billing inquiry
nintendo switch pro controller,RAISED,Ticket_6998
Ticket_6999,HAS_PRIORITY,medium
Ticket_6999,SUBMITTED_VIA,email
Ticket_6999,HAS_STATUS,open
Ticket_6999,IS_TYPE,cancellation request
google pixel,RAISED,Ticket_6999
Ticket_7000,HAS_PRIORITY,critical
Ticket_7000,SUBMITTED_VIA,chat
Ticket_7000,HAS_STATUS,closed
Ticket_7000,IS_TYPE,billing inquiry
roomba robot vacuum,RAISED,Ticket_7000
Ticket_7001,HAS_PRIORITY,low
Ticket_7001,SUBMITTED_VIA,phone
Ticket_7001,HAS_STATUS,closed
Ticket_7001,IS_TYPE,refund request
microsoft xbox controller,RAISED,Ticket_7001
Ticket_7002,HAS_PRIORITY,low
Ticket_7002,SUBMITTED_VIA,email
Ticket_7002,HAS_STATUS,closed
Ticket_7002,IS_TYPE,refund request
hp pavilion,RAISED,Ticket_7002
Ticket_7003,HAS_PRIORITY,medium
Ticket_7003,SUBMITTED_VIA,phone
Ticket_7003,HAS_STATUS,closed
Ticket_7003,IS_TYPE,cancellation request
dyson vacuum cleaner,RAISED,Ticket_7003
Ticket_7004,HAS_PRIORITY,critical
Ticket_7004,SUBMITTED_VIA,chat
Ticket_7004,HAS_STATUS,pending customer response
Ticket_7004,IS_TYPE,technical issue
lg washing machine,RAISED,Ticket_7004
Ticket_7005,HAS_PRIORITY,high
Ticket_7005,SUBMITTED_VIA,social media
Ticket_7005,HAS_STATUS,closed
Ticket_7005,IS_TYPE,technical issue
apple airpods,RAISED,Ticket_7005
Ticket_7006,HAS_PRIORITY,low
Ticket_7006,SUBMITTED_VIA,email
Ticket_7006,HAS_STATUS,closed
Ticket_7006,IS_TYPE,product inquiry
fitbit charge,RAISED,Ticket_7006
Ticket_7007,HAS_PRIORITY,high
Ticket_7007,SUBMITTED_VIA,chat
Ticket_7007,HAS_STATUS,pending customer response
Ticket_7007,IS_TYPE,product inquiry
philips hue lights,RAISED,Ticket_7007
Ticket_7008,HAS_PRIORITY,critical
Ticket_7008,SUBMITTED_VIA,phone
Ticket_7008,HAS_STATUS,open
Ticket_7008,IS_TYPE,refund request
samsung soundbar,RAISED,Ticket_7008
Ticket_7009,HAS_PRIORITY,medium
Ticket_7009,SUBMITTED_VIA,social media
Ticket_7009,HAS_STATUS,closed
Ticket_7009,IS_TYPE,billing inquiry
lg oled,RAISED,Ticket_7009
Ticket_7010,HAS_PRIORITY,medium
Ticket_7010,SUBMITTED_VIA,email
Ticket_7010,HAS_STATUS,open
Ticket_7010,IS_TYPE,billing inquiry
microsoft xbox controller,RAISED,Ticket_7010
Ticket_7011,HAS_PRIORITY,high
Ticket_7011,SUBMITTED_VIA,social media
Ticket_7011,HAS_STATUS,pending customer response
Ticket_7011,IS_TYPE,product inquiry
gopro action camera,RAISED,Ticket_7011
Ticket_7012,HAS_PRIORITY,high
Ticket_7012,SUBMITTED_VIA,social media
Ticket_7012,HAS_STATUS,open
Ticket_7012,IS_TYPE,product inquiry
iphone,RAISED,Ticket_7012
Ticket_7013,HAS_PRIORITY,medium
Ticket_7013,SUBMITTED_VIA,email
Ticket_7013,HAS_STATUS,pending customer response
Ticket_7013,IS_TYPE,product inquiry
macbook pro,RAISED,Ticket_7013
Ticket_7014,HAS_PRIORITY,medium
Ticket_7014,SUBMITTED_VIA,social media
Ticket_7014,HAS_STATUS,closed
Ticket_7014,IS_TYPE,cancellation request
philips hue lights,RAISED,Ticket_7014
Ticket_7015,HAS_PRIORITY,low
Ticket_7015,SUBMITTED_VIA,chat
Ticket_7015,HAS_STATUS,pending customer response
Ticket_7015,IS_TYPE,refund request
roomba robot vacuum,RAISED,Ticket_7015
Ticket_7016,HAS_PRIORITY,critical
Ticket_7016,SUBMITTED_VIA,social media
Ticket_7016,HAS_STATUS,pending customer response
Ticket_7016,IS_TYPE,product inquiry
samsung galaxy,RAISED,Ticket_7016
Ticket_7017,HAS_PRIORITY,medium
Ticket_7017,SUBMITTED_VIA,chat
Ticket_7017,HAS_STATUS,open
Ticket_7017,IS_TYPE,technical issue
dyson vacuum cleaner,RAISED,Ticket_7017
Ticket_7018,HAS_PRIORITY,low
Ticket_7018,SUBMITTED_VIA,social media
Ticket_7018,HAS_STATUS,open
Ticket_7018,IS_TYPE,refund request
samsung galaxy,RAISED,Ticket_7018
Ticket_7019,HAS_PRIORITY,high
Ticket_7019,SUBMITTED_VIA,chat
Ticket_7019,HAS_STATUS,closed
Ticket_7019,IS_TYPE,cancellation request
microsoft office,RAISED,Ticket_7019
Ticket_7020,HAS_PRIORITY,critical
Ticket_7020,SUBMITTED_VIA,phone
Ticket_7020,HAS_STATUS,pending customer response
Ticket_7020,IS_TYPE,billing inquiry
gopro action camera,RAISED,Ticket_7020
Ticket_7021,HAS_PRIORITY,low
Ticket_7021,SUBMITTED_VIA,phone
Ticket_7021,HAS_STATUS,pending customer response
Ticket_7021,IS_TYPE,cancellation request
bose soundlink speaker,RAISED,Ticket_7021
Ticket_7022,HAS_PRIORITY,medium
Ticket_7022,SUBMITTED_VIA,phone
Ticket_7022,HAS_STATUS,pending customer response
Ticket_7022,IS_TYPE,billing inquiry
hp pavilion,RAISED,Ticket_7022
Ticket_7023,HAS_PRIORITY,high
Ticket_7023,SUBMITTED_VIA,email
Ticket_7023,HAS_STATUS,pending customer response
Ticket_7023,IS_TYPE,technical issue
bose soundlink speaker,RAISED,Ticket_7023
Ticket_7024,HAS_PRIORITY,low
Ticket_7024,SUBMITTED_VIA,social media
Ticket_7024,HAS_STATUS,pending customer response
Ticket_7024,IS_TYPE,billing inquiry
sony xperia,RAISED,Ticket_7024
Ticket_7025,HAS_PRIORITY,medium
Ticket_7025,SUBMITTED_VIA,social media
Ticket_7025,HAS_STATUS,closed
Ticket_7025,IS_TYPE,cancellation request
apple airpods,RAISED,Ticket_7025
Ticket_7026,HAS_PRIORITY,medium
Ticket_7026,SUBMITTED_VIA,social media
Ticket_7026,HAS_STATUS,pending customer response
Ticket_7026,IS_TYPE,technical issue
google nest,RAISED,Ticket_7026
Ticket_7027,HAS_PRIORITY,critical
Ticket_7027,SUBMITTED_VIA,email
Ticket_7027,HAS_STATUS,closed
Ticket_7027,IS_TYPE,technical issue
dell xps,RAISED,Ticket_7027
Ticket_7028,HAS_PRIORITY,critical
Ticket_7028,SUBMITTED_VIA,phone
Ticket_7028,HAS_STATUS,open
Ticket_7028,IS_TYPE,product inquiry
lg smart tv,RAISED,Ticket_7028
Ticket_7029,HAS_PRIORITY,high
Ticket_7029,SUBMITTED_VIA,phone
Ticket_7029,HAS_STATUS,closed
Ticket_7029,IS_TYPE,technical issue
sony xperia,RAISED,Ticket_7029
Ticket_7030,HAS_PRIORITY,critical
Ticket_7030,SUBMITTED_VIA,phone
Ticket_7030,HAS_STATUS,closed
Ticket_7030,IS_TYPE,billing inquiry
playstation,RAISED,Ticket_7030
Ticket_7031,HAS_PRIORITY,critical
Ticket_7031,SUBMITTED_VIA,email
Ticket_7031,HAS_STATUS,pending customer response
Ticket_7031,IS_TYPE,technical issue
macbook pro,RAISED,Ticket_7031
Ticket_7032,HAS_PRIORITY,low
Ticket_7032,SUBMITTED_VIA,email
Ticket_7032,HAS_STATUS,pending customer response
Ticket_7032,IS_TYPE,cancellation request
iphone,RAISED,Ticket_7032
Ticket_7033,HAS_PRIORITY,medium
Ticket_7033,SUBMITTED_VIA,chat
Ticket_7033,HAS_STATUS,pending customer response
Ticket_7033,IS_TYPE,refund request
apple airpods,RAISED,Ticket_7033
Ticket_7034,HAS_PRIORITY,medium
Ticket_7034,SUBMITTED_VIA,email
Ticket_7034,HAS_STATUS,open
Ticket_7034,IS_TYPE,product inquiry
canon dslr camera,RAISED,Ticket_7034
Ticket_7035,HAS_PRIORITY,high
Ticket_7035,SUBMITTED_VIA,phone
Ticket_7035,HAS_STATUS,pending customer response
Ticket_7035,IS_TYPE,technical issue
asus rog,RAISED,Ticket_7035
Ticket_7036,HAS_PRIORITY,critical
Ticket_7036,SUBMITTED_VIA,chat
Ticket_7036,HAS_STATUS,pending customer response
Ticket_7036,IS_TYPE,cancellation request
autodesk autocad,RAISED,Ticket_7036
Ticket_7037,HAS_PRIORITY,medium
Ticket_7037,SUBMITTED_VIA,chat
Ticket_7037,HAS_STATUS,open
Ticket_7037,IS_TYPE,refund request
microsoft xbox controller,RAISED,Ticket_7037
Ticket_7038,HAS_PRIORITY,high
Ticket_7038,SUBMITTED_VIA,email
Ticket_7038,HAS_STATUS,closed
Ticket_7038,IS_TYPE,refund request
canon eos,RAISED,Ticket_7038
Ticket_7039,HAS_PRIORITY,critical
Ticket_7039,SUBMITTED_VIA,chat
Ticket_7039,HAS_STATUS,open
Ticket_7039,IS_TYPE,billing inquiry
autodesk autocad,RAISED,Ticket_7039
Ticket_7040,HAS_PRIORITY,critical
Ticket_7040,SUBMITTED_VIA,social media
Ticket_7040,HAS_STATUS,closed
Ticket_7040,IS_TYPE,product inquiry
nest thermostat,RAISED,Ticket_7040
Ticket_7041,HAS_PRIORITY,critical
Ticket_7041,SUBMITTED_VIA,email
Ticket_7041,HAS_STATUS,open
Ticket_7041,IS_TYPE,cancellation request
bose soundlink speaker,RAISED,Ticket_7041
Ticket_7042,HAS_PRIORITY,low
